,ON_DAY,SUM_VALUES,MAX(AGE1_SEX0),MAX(AGE2_SEX0),MAX(AGE3_SEX0),MAX(AGE1_SEX1),MAX(AGE2_SEX1),MAX(AGE3_SEX1),Class
5624,179,62,27,57,1,13,34,39,4
5625,38,15,13,53,37,25,65,32,4
5626,275,155,23,90,1,25,62,37,4
5627,62,84,20,121,38,24,41,39,4
5628,131,98,2,108,38,2,18,2,4
5629,55,85,23,31,36,29,7,1,4
5630,119,142,25,42,1,9,43,37,4
5631,126,135,18,28,36,16,54,7,4
5632,145,142,8,35,35,2,45,31,4
5633,213,170,11,25,37,11,9,8,4
5634,320,165,9,66,0,31,59,15,4
5635,124,104,1,31,0,2,26,6,4
5636,34,183,28,65,35,12,50,33,4
5637,2,74,3,31,36,16,57,14,4
5638,311,71,7,64,1,24,30,10,4
5639,232,142,16,53,1,3,22,13,4
5640,200,62,23,119,37,8,47,29,4
5641,314,77,25,113,38,9,35,32,4
5642,247,172,12,110,35,7,41,1,4
5643,211,142,20,67,1,28,23,39,4
5644,296,115,23,53,0,21,34,27,4
5645,64,18,22,64,0,32,40,35,4
5646,262,168,29,62,35,25,24,19,4
5647,107,73,24,23,38,33,19,3,4
5648,7,173,26,56,37,20,22,24,4
5649,337,141,20,81,35,31,6,24,4
5650,269,61,11,119,35,26,27,37,4
5651,252,156,22,100,36,1,5,33,4
5652,95,118,1,80,0,33,24,29,4
5653,334,31,1,116,0,2,52,6,4
5654,265,144,14,20,37,16,18,24,4
5655,339,121,12,70,0,21,26,5,4
5656,31,35,28,17,0,33,39,35,4
5657,65,66,2,5,38,1,8,36,4
5658,253,82,1,34,0,12,56,31,4
5659,193,173,16,88,0,22,23,6,4
5660,351,22,29,81,37,33,62,24,4
5661,14,62,4,8,38,6,9,26,4
5662,249,163,12,8,1,19,22,33,4
5663,355,160,3,7,1,1,28,28,4
5664,39,60,24,39,37,24,28,26,4
5665,308,68,3,7,35,17,70,17,4
5666,338,68,8,102,1,6,8,35,4
5667,299,60,17,118,37,5,39,24,4
5668,320,91,4,64,1,28,47,41,4
5669,244,131,18,120,35,8,19,37,4
5670,172,18,29,107,0,27,12,29,4
5671,158,182,2,55,36,14,63,25,4
5672,11,51,23,64,35,6,3,27,4
5673,355,115,5,43,0,7,44,1,4
5674,220,92,10,62,1,5,25,7,4
5675,83,129,17,23,36,31,53,18,4
5676,229,56,9,66,37,2,24,14,4
5677,16,139,22,97,36,19,42,16,4
5678,155,51,1,69,0,8,43,26,4
5679,306,107,6,11,38,12,14,4,4
5680,174,46,18,69,38,21,24,36,4
5681,188,101,29,20,36,6,32,4,4
5682,108,177,27,107,0,14,66,32,4
5683,338,109,28,52,1,26,25,40,4
5684,268,27,1,91,0,3,46,31,4
5685,284,82,21,113,37,24,18,32,4
5686,346,98,6,74,0,26,54,7,4
5687,112,47,27,87,0,12,33,1,4
5688,18,87,7,46,37,4,49,29,4
5689,280,125,22,112,1,32,19,3,4
5690,52,70,4,29,38,25,38,37,4
5691,223,133,8,109,1,7,67,18,4
5692,356,71,2,30,0,19,54,27,4
5693,285,78,22,47,37,21,46,14,4
5694,90,137,17,11,1,20,68,22,4
5695,227,132,12,47,36,28,28,17,4
5696,197,153,21,35,36,26,49,35,4
5697,201,141,1,19,36,24,25,34,4
5698,79,70,21,25,1,32,38,41,4
5699,176,65,22,30,35,33,9,4,4
5700,231,92,27,74,0,22,66,15,4
5701,138,51,28,23,38,12,14,15,4
5702,35,61,6,4,0,10,38,27,4
5703,137,26,5,30,1,21,18,10,4
5704,303,82,28,61,1,8,41,14,4
5705,240,169,18,72,37,14,20,34,4
5706,21,80,23,101,35,16,58,29,4
5707,318,36,12,121,36,13,61,37,4
5708,77,52,26,14,1,24,34,23,4
5709,69,21,1,99,0,13,63,12,4
5710,363,137,27,7,0,4,63,16,4
5711,263,83,12,68,37,25,55,6,4
5712,112,76,2,96,1,14,29,13,4
5713,3,116,14,78,37,18,9,21,4
5714,169,56,26,116,38,8,69,31,4
5715,257,183,17,49,35,22,25,22,4
5716,331,68,18,64,37,19,42,20,4
5717,143,78,20,74,0,25,52,28,4
5718,56,51,11,81,35,1,50,17,4
5719,221,73,25,88,38,4,48,24,4
5720,239,69,19,26,0,4,50,39,4
5721,212,108,1,11,37,21,71,13,4
5722,164,23,7,82,37,21,3,19,4
5723,48,132,3,95,36,9,9,15,4
5724,154,141,26,19,1,14,66,30,4
5725,117,174,15,117,37,21,70,19,4
5726,241,19,1,86,1,15,39,39,4
5727,259,32,23,72,36,16,30,10,4
5728,7,93,12,14,37,12,49,7,4
5729,112,53,8,32,38,33,35,25,4
5730,198,82,29,27,37,6,12,17,4
5731,144,176,2,60,37,6,45,34,4
5732,187,31,20,41,1,27,40,20,4
5733,217,46,22,74,0,15,17,15,4
5734,170,27,20,77,0,26,53,4,4
5735,355,153,14,83,37,2,8,17,4
5736,267,129,16,36,37,31,9,24,4
5737,163,36,20,99,38,14,39,31,4
5738,342,155,22,54,1,2,49,31,4
5739,205,28,13,114,1,6,68,16,4
5740,266,31,9,90,38,1,17,35,4
5741,164,17,25,82,36,18,66,19,4
5742,111,105,28,44,35,11,53,16,4
5743,250,37,13,78,37,31,63,41,4
5744,85,163,1,117,38,30,23,15,4
5745,273,167,3,64,36,8,9,38,4
5746,224,61,10,87,0,23,16,2,4
5747,158,101,29,114,1,28,24,20,4
5748,159,58,1,104,38,14,51,21,4
5749,258,124,4,61,37,19,29,17,4
5750,217,51,4,4,37,33,15,4,4
5751,130,171,15,120,35,18,38,34,4
5752,152,114,12,3,37,23,10,5,4
5753,40,175,24,90,35,14,47,24,4
5754,26,80,4,56,36,11,47,15,4
5755,285,26,1,62,37,27,35,32,4
5756,94,82,21,21,0,18,3,40,4
5757,318,128,7,5,38,2,46,28,4
5758,148,164,18,35,0,9,51,31,4
5759,257,156,23,23,36,3,30,29,4
5760,355,183,6,16,38,9,54,25,4
5761,119,99,2,82,38,16,58,6,4
5762,324,15,16,98,37,29,27,32,4
5763,140,40,7,70,1,30,27,6,4
5764,61,24,25,79,1,8,15,22,4
5765,275,49,13,47,37,25,26,14,4
5766,166,40,27,9,38,8,31,21,4
5767,332,43,19,51,37,17,30,11,4
5768,1,171,1,39,36,2,52,34,4
5769,358,97,9,25,38,24,37,9,4
5770,7,181,5,121,36,22,66,18,4
5771,278,27,1,109,38,4,65,8,4
5772,330,178,26,109,37,15,26,8,4
5773,333,96,2,23,38,28,22,41,4
5774,242,176,21,89,38,31,43,36,4
5775,18,84,24,87,1,1,14,31,4
5776,30,131,13,27,0,29,27,6,4
5777,60,95,10,63,36,3,64,11,4
5778,114,134,3,52,1,30,32,37,4
5779,274,14,19,109,36,8,16,38,4
5780,11,49,29,12,0,24,49,21,4
5781,110,182,15,70,35,19,43,8,4
5782,29,171,10,82,1,18,62,6,4
5783,232,55,12,38,1,33,8,7,4
5784,187,119,11,53,1,26,57,21,4
5785,27,159,3,27,0,20,12,13,4
5786,98,70,1,48,38,7,15,38,4
5787,164,122,4,7,35,16,57,4,4
5788,160,110,10,42,38,10,41,4,4
5789,68,126,22,84,38,25,54,34,4
5790,313,44,17,105,38,1,24,35,4
5791,342,124,13,47,37,23,5,14,4
5792,188,149,10,69,36,31,32,39,4
5793,206,151,26,87,36,23,40,35,4
5794,288,101,12,46,35,14,48,1,4
5795,324,171,6,41,1,27,59,8,4
5796,221,51,17,80,0,11,17,11,4
5797,126,130,19,48,36,11,7,15,4
5798,235,25,18,26,37,6,6,11,4
5799,145,117,21,24,0,33,13,34,4
5800,186,172,8,7,36,1,47,41,4
5801,153,44,28,13,36,22,33,16,4
5802,255,154,18,28,1,2,35,11,4
5803,236,94,3,60,37,1,10,22,4
5804,358,41,27,100,36,4,18,13,4
5805,270,165,10,13,0,33,34,21,4
5806,57,160,22,88,37,33,60,14,4
5807,302,164,6,7,0,13,46,36,4
5808,340,76,6,118,0,17,15,9,4
5809,304,134,27,100,1,12,54,7,4
5810,55,154,24,71,37,30,29,21,4
5811,237,118,8,58,0,28,16,13,4
5812,92,177,27,81,0,33,66,41,4
5813,354,65,5,9,0,9,8,2,4
5814,354,121,4,112,35,5,71,23,4
5815,225,126,15,36,0,29,51,21,4
5816,18,28,9,24,0,2,21,26,4
5817,88,137,28,27,35,11,45,10,4
5818,92,168,10,117,35,17,41,21,4
5819,119,76,28,120,37,20,10,3,4
5820,181,69,19,96,36,4,37,32,4
5821,238,25,28,52,37,33,52,33,4
5822,297,154,12,77,1,11,67,7,4
5823,274,162,22,60,1,18,16,41,4
5824,191,57,14,72,1,27,16,39,4
5825,36,155,22,70,1,2,61,2,4
5826,118,97,11,116,36,11,61,24,4
5827,6,185,13,62,0,4,26,12,4
5828,288,82,16,51,36,25,35,21,4
5829,239,122,26,79,1,5,7,34,4
5830,234,133,1,52,36,29,69,19,4
5831,329,83,2,108,35,27,24,41,4
5832,157,176,29,81,37,5,46,1,4
5833,84,65,22,27,37,12,15,21,4
5834,120,53,26,76,1,21,52,20,4
5835,272,61,3,56,37,9,27,12,4
5836,159,90,5,111,35,23,33,41,4
5837,29,58,9,39,0,26,47,32,4
5838,155,97,8,10,36,20,37,9,4
5839,235,54,17,104,0,33,66,30,4
5840,234,56,6,95,35,16,21,14,4
5841,319,19,9,44,35,13,50,28,4
5842,289,126,16,39,36,22,64,35,4
5843,336,184,18,104,37,17,6,35,4
5844,124,45,19,7,1,27,12,40,4
5845,358,95,14,25,35,8,9,39,4
5846,276,21,13,70,38,21,67,24,4
5847,26,148,25,75,36,2,32,19,4
5848,104,184,27,90,37,9,17,12,4
5849,241,122,6,7,35,15,16,9,4
5850,329,145,16,19,0,10,70,29,4
5851,104,19,3,58,37,24,24,23,4
5852,271,131,4,35,35,28,53,17,4
5853,142,84,7,110,37,3,47,4,4
5854,313,135,4,118,37,33,15,38,4
5855,52,169,2,21,37,17,39,15,4
5856,112,139,25,52,1,1,21,24,4
5857,79,23,6,83,0,28,3,6,4
5858,47,55,19,92,1,25,7,8,4
5859,309,39,26,8,0,22,27,15,4
5860,28,107,8,50,35,26,29,37,4
5861,316,172,23,14,1,10,24,21,4
5862,341,113,5,92,37,29,7,8,4
5863,130,33,4,15,0,2,69,40,4
5864,362,42,10,67,1,33,48,25,4
5865,235,147,21,37,36,30,54,19,4
5866,77,150,26,58,35,20,2,32,4
5867,23,42,17,110,0,13,12,5,4
5868,189,29,1,16,1,27,35,2,4
5869,48,77,20,41,1,23,35,3,4
5870,81,20,5,53,36,12,48,14,4
5871,134,80,29,60,0,24,25,16,4
5872,55,85,1,106,0,1,60,14,4
5873,224,80,6,47,0,23,52,34,4
5874,13,167,19,25,1,23,66,1,4
5875,169,29,23,77,36,13,70,30,4
5876,88,127,3,29,36,19,62,3,4
5877,13,117,21,18,37,31,21,35,4
5878,154,89,2,35,0,7,31,14,4
5879,27,29,11,28,0,18,62,21,4
5880,140,20,23,115,0,19,25,16,4
5881,253,61,4,72,37,9,29,7,4
5882,82,97,9,23,1,7,55,40,4
5883,306,116,14,40,38,17,5,25,4
5884,35,57,21,33,1,25,16,27,4
5885,270,40,1,71,37,6,28,26,4
5886,199,111,3,83,38,23,14,29,4
5887,163,17,19,64,0,4,3,15,4
5888,342,78,9,81,1,30,62,37,4
5889,316,172,4,65,14,38,19,40,5
5890,300,82,19,49,2,1,57,39,5
5891,174,105,22,102,7,37,43,19,5
5892,274,34,26,70,12,1,34,35,5
5893,334,182,20,100,25,0,11,17,5
5894,23,178,20,94,26,0,8,35,5
5895,327,55,7,97,31,36,22,29,5
5896,103,38,7,4,16,1,11,6,5
5897,328,32,15,111,29,0,56,31,5
5898,312,103,24,117,20,1,30,41,5
5899,69,130,11,59,9,0,40,30,5
5900,30,111,11,37,7,1,34,15,5
5901,360,40,26,88,4,1,63,7,5
5902,129,167,8,90,1,38,67,37,5
5903,151,72,25,71,7,0,17,12,5
5904,189,103,19,73,9,39,39,30,5
5905,217,176,22,35,23,36,58,37,5
5906,80,30,29,97,8,0,53,40,5
5907,364,61,5,113,31,0,47,31,5
5908,70,61,1,90,3,38,20,38,5
5909,11,106,12,68,17,39,23,18,5
5910,57,176,8,60,29,1,22,11,5
5911,48,121,28,30,18,37,21,12,5
5912,342,31,27,111,12,37,18,29,5
5913,262,114,21,94,29,37,20,25,5
5914,172,88,2,59,14,36,16,39,5
5915,344,27,1,101,26,1,62,24,5
5916,318,61,1,8,18,0,10,34,5
5917,109,54,27,18,32,36,66,12,5
5918,235,23,13,67,14,0,25,1,5
5919,350,140,18,79,17,1,69,31,5
5920,47,48,18,108,8,39,58,6,5
5921,180,169,12,73,29,37,36,24,5
5922,312,64,8,80,16,0,31,14,5
5923,226,139,6,105,2,39,28,30,5
5924,1,20,25,79,20,39,25,29,5
5925,46,72,29,102,26,37,56,37,5
5926,237,57,12,121,31,39,54,11,5
5927,239,75,12,98,23,0,58,15,5
5928,202,17,6,66,22,1,71,29,5
5929,330,178,4,49,6,39,40,23,5
5930,113,123,26,71,17,1,46,18,5
5931,1,93,27,88,20,37,34,29,5
5932,237,111,15,11,22,1,2,27,5
5933,204,152,9,41,3,1,64,20,5
5934,323,74,19,23,14,0,16,34,5
5935,178,56,6,102,32,1,53,3,5
5936,170,113,20,75,13,38,19,5,5
5937,78,133,25,95,1,0,11,41,5
5938,6,174,25,60,16,0,52,4,5
5939,211,123,27,64,2,36,33,30,5
5940,194,160,20,7,29,0,72,29,5
5941,231,43,20,24,12,37,72,37,5
5942,23,181,4,10,21,38,63,6,5
5943,80,35,19,31,23,1,38,25,5
5944,209,21,1,103,20,39,25,8,5
5945,155,99,21,79,12,38,65,30,5
5946,213,18,27,50,30,39,38,12,5
5947,10,132,27,30,10,37,52,36,5
5948,93,163,27,27,32,1,55,27,5
5949,146,184,20,41,6,39,69,4,5
5950,77,43,26,15,9,0,47,11,5
5951,163,64,12,74,32,0,43,21,5
5952,202,104,3,116,22,0,55,36,5
5953,79,104,25,32,26,1,61,30,5
5954,180,166,24,41,6,37,55,29,5
5955,210,89,2,23,13,0,53,38,5
5956,81,118,22,35,13,38,70,23,5
5957,46,90,29,114,15,37,72,21,5
5958,208,163,4,74,21,0,33,41,5
5959,166,169,4,118,12,0,41,35,5
5960,126,92,10,106,8,38,36,40,5
5961,256,46,24,118,3,0,7,3,5
5962,321,95,14,42,26,1,25,30,5
5963,155,178,1,24,21,37,8,9,5
5964,261,70,12,118,25,0,6,17,5
5965,73,36,17,113,31,0,29,37,5
5966,80,178,1,70,16,37,36,9,5
5967,313,138,21,13,22,0,56,22,5
5968,326,135,17,89,16,37,28,41,5
5969,23,152,5,55,2,36,3,18,5
5970,118,99,19,68,11,38,16,1,5
5971,237,73,5,48,3,36,49,17,5
5972,153,160,4,66,15,36,31,26,5
5973,206,31,29,69,21,1,71,5,5
5974,260,133,13,85,6,38,45,31,5
5975,344,157,20,77,10,39,40,5,5
5976,174,138,22,33,15,0,50,11,5
5977,186,90,19,83,25,0,33,9,5
5978,1,94,22,106,3,0,25,12,5
5979,239,32,28,104,14,36,10,15,5
5980,198,107,12,62,18,0,69,29,5
5981,187,115,24,102,12,39,59,11,5
5982,152,161,15,34,20,0,62,35,5
5983,351,116,26,78,27,1,29,27,5
5984,223,102,20,69,16,37,40,41,5
5985,344,172,17,68,3,37,50,3,5
5986,284,175,27,19,13,0,4,23,5
5987,4,176,26,114,6,38,35,40,5
5988,161,94,9,53,2,36,29,39,5
5989,233,122,8,60,7,0,67,32,5
5990,8,53,5,40,32,38,32,8,5
5991,25,124,10,66,7,0,57,11,5
5992,312,151,6,109,4,1,69,15,5
5993,74,134,16,84,7,37,6,23,5
5994,157,121,4,71,3,39,17,9,5
5995,140,69,9,5,17,1,41,29,5
5996,184,117,19,14,12,1,29,5,5
5997,57,58,21,114,22,39,72,7,5
5998,107,54,26,107,4,36,31,18,5
5999,111,175,28,91,32,36,16,15,5
6000,30,32,24,99,9,1,4,29,5
6001,52,160,29,40,3,0,61,7,5
6002,53,23,15,92,25,39,54,19,5
6003,307,119,7,10,17,38,9,16,5
6004,165,106,28,45,1,0,29,3,5
6005,246,178,4,104,16,0,20,40,5
6006,197,130,20,25,30,1,64,29,5
6007,169,24,9,111,10,38,35,14,5
6008,146,38,7,5,12,37,33,7,5
6009,87,122,10,100,29,36,64,27,5
6010,186,99,2,32,31,0,71,5,5
6011,146,61,27,101,12,39,5,38,5
6012,266,141,19,97,2,38,58,32,5
6013,327,169,27,93,11,38,50,10,5
6014,83,176,28,83,11,0,44,15,5
6015,175,27,6,79,32,1,32,20,5
6016,336,131,6,90,22,0,13,20,5
6017,291,152,28,109,2,39,62,18,5
6018,38,99,11,98,25,1,29,30,5
6019,104,85,10,17,19,39,34,19,5
6020,130,168,27,15,3,1,39,23,5
6021,361,95,11,20,8,0,44,20,5
6022,257,72,3,29,5,1,2,16,5
6023,336,39,22,100,23,0,3,14,5
6024,49,49,23,32,4,38,47,7,5
6025,87,20,19,62,31,1,51,10,5
6026,292,85,21,76,27,1,42,7,5
6027,198,107,16,108,13,38,70,11,5
6028,282,136,2,7,6,37,61,30,5
6029,101,143,5,116,20,1,4,27,5
6030,7,34,27,67,12,0,61,33,5
6031,15,41,16,28,27,36,47,33,5
6032,355,136,12,23,9,38,62,12,5
6033,26,34,9,91,28,0,59,39,5
6034,324,133,3,103,10,37,41,21,5
6035,211,34,23,63,19,37,13,16,5
6036,11,113,7,48,7,39,57,12,5
6037,88,111,3,58,18,36,64,14,5
6038,33,162,1,79,27,36,40,10,5
6039,155,109,9,3,28,1,17,41,5
6040,21,18,6,43,4,39,28,32,5
6041,173,145,17,99,14,0,55,26,5
6042,206,162,1,105,32,39,6,29,5
6043,68,144,6,29,3,0,10,8,5
6044,159,164,24,43,3,0,64,40,5
6045,43,123,2,92,28,0,33,5,5
6046,203,41,7,96,26,1,46,3,5
6047,122,123,12,112,2,37,64,33,5
6048,199,182,10,76,20,0,31,15,5
6049,120,178,10,102,12,0,57,13,5
6050,67,108,27,101,20,36,62,41,5
6051,113,97,13,54,12,36,43,23,5
6052,99,36,3,86,20,37,38,3,5
6053,44,86,10,81,15,36,17,11,5
6054,332,79,15,14,15,39,32,27,5
6055,264,168,25,55,12,38,35,3,5
6056,146,180,16,66,10,0,55,34,5
6057,14,136,10,31,23,0,63,25,5
6058,165,174,7,55,30,0,6,9,5
6059,132,157,8,79,27,0,41,39,5
6060,37,154,25,90,6,1,65,30,5
6061,25,64,15,86,16,0,47,28,5
6062,237,104,10,45,7,39,64,28,5
6063,128,56,7,16,25,36,41,8,5
6064,305,98,12,54,29,1,58,1,5
6065,105,168,11,11,10,1,37,9,5
6066,162,71,14,42,16,39,57,14,5
6067,303,20,18,31,30,36,15,22,5
6068,16,121,4,102,11,1,49,6,5
6069,88,105,7,109,24,1,10,30,5
6070,188,149,13,61,4,0,14,14,5
6071,178,134,19,21,11,39,47,14,5
6072,264,15,10,21,23,0,50,36,5
6073,187,138,11,118,2,0,15,24,5
6074,293,125,8,69,19,1,59,15,5
6075,54,96,4,73,6,38,10,28,5
6076,301,96,26,40,14,1,14,19,5
6077,258,34,19,36,7,38,30,3,5
6078,82,82,25,82,9,36,52,10,5
6079,114,143,23,72,25,37,69,12,5
6080,176,96,29,17,15,37,3,16,5
6081,61,18,16,17,15,36,10,13,5
6082,7,145,6,78,19,1,62,19,5
6083,65,164,20,58,16,0,24,3,5
6084,149,173,22,73,27,0,45,8,5
6085,289,54,29,7,12,0,62,39,5
6086,95,64,10,38,27,38,41,34,5
6087,72,115,5,94,22,1,44,18,5
6088,167,132,13,4,20,0,19,38,5
6089,198,155,18,117,26,1,68,29,5
6090,235,164,3,86,28,1,42,8,5
6091,43,24,14,61,1,0,40,14,5
6092,43,61,29,83,7,37,48,37,5
6093,267,114,21,53,11,38,27,9,5
6094,247,45,20,31,15,1,15,34,5
6095,313,54,29,17,1,37,32,14,5
6096,288,152,18,119,23,38,25,17,5
6097,220,123,12,83,5,1,42,14,5
6098,171,180,28,73,8,39,56,31,5
6099,283,90,5,105,13,36,6,26,5
6100,38,104,23,19,16,39,69,14,5
6101,237,134,8,46,20,39,10,5,5
6102,329,168,29,53,3,37,8,14,5
6103,329,100,2,30,26,1,37,7,5
6104,267,46,13,47,15,0,55,27,5
6105,183,171,9,15,32,36,57,9,5
6106,214,37,14,109,30,0,8,37,5
6107,215,164,27,84,2,36,21,20,5
6108,45,67,22,97,11,0,21,29,5
6109,320,91,15,30,12,1,6,10,5
6110,148,45,28,62,2,0,14,8,5
6111,169,163,11,107,7,39,22,8,5
6112,17,164,26,110,3,37,14,22,5
6113,33,149,17,58,12,36,35,30,5
6114,271,184,22,107,16,39,49,21,5
6115,346,33,11,78,25,39,58,40,5
6116,244,94,3,59,1,38,66,3,5
6117,364,67,17,42,12,1,38,38,5
6118,131,47,27,91,11,37,45,19,5
6119,153,28,1,13,21,1,39,2,5
6120,307,83,8,79,8,0,56,25,5
6121,319,87,29,61,20,39,58,38,5
6122,343,51,23,65,6,0,31,34,5
6123,192,36,20,41,17,37,64,25,5
6124,276,59,21,116,25,38,8,33,5
6125,314,151,6,43,10,39,29,20,5
6126,104,159,6,85,25,1,5,25,5
6127,343,97,15,92,1,1,45,10,5
6128,23,75,24,109,14,0,56,30,5
6129,44,124,12,6,13,39,6,34,5
6130,280,118,28,10,3,0,50,38,5
6131,219,115,29,100,8,39,44,7,5
6132,220,122,10,7,8,1,42,7,5
6133,95,72,20,60,17,0,25,21,5
6134,198,101,24,102,22,36,66,41,5
6135,76,18,29,47,11,36,52,30,5
6136,99,158,7,84,18,1,17,4,5
6137,139,40,18,60,11,38,51,9,5
6138,345,36,17,112,13,1,69,31,5
6139,155,119,23,34,6,1,58,14,5
6140,285,56,1,5,9,39,11,17,5
6141,250,110,27,45,29,0,27,6,5
6142,11,77,7,106,15,38,72,23,5
6143,292,85,19,91,6,39,21,6,5
6144,322,181,9,5,3,1,28,5,5
6145,183,167,18,67,10,39,3,4,5
6146,23,91,18,45,13,39,45,38,5
6147,50,103,9,43,20,1,33,8,5
6148,46,66,10,101,8,39,39,16,5
6149,178,46,14,66,20,0,38,16,5
6150,339,47,11,22,25,36,48,8,5
6151,219,51,18,29,29,37,22,2,5
6152,221,109,29,93,20,39,36,25,5
6153,50,99,12,30,25,1,20,28,5
6154,297,68,7,55,2,37,33,19,5
6155,361,75,20,90,3,39,41,5,5
6156,39,157,23,63,10,0,14,30,5
6157,346,16,17,92,13,37,17,40,5
6158,150,149,29,13,32,37,32,13,5
6159,332,45,10,109,25,1,50,11,5
6160,199,182,18,41,21,1,37,26,5
6161,188,163,14,53,6,1,71,26,5
6162,171,65,19,22,11,0,22,30,5
6163,287,173,22,5,15,37,13,22,5
6164,307,91,29,21,11,36,2,13,5
6165,187,138,16,106,23,0,13,28,5
6166,304,131,27,119,14,38,29,35,5
6167,223,31,6,35,21,39,44,22,5
6168,182,147,3,53,12,0,67,22,5
6169,234,100,20,34,7,38,69,7,5
6170,231,137,11,117,8,37,26,7,5
6171,39,128,22,59,5,37,44,8,5
6172,268,141,3,79,26,0,67,18,5
6173,164,82,18,22,14,1,48,18,5
6174,266,68,21,7,25,36,50,40,5
6175,60,59,21,68,6,0,70,12,5
6176,235,132,2,52,16,0,15,38,5
6177,217,134,10,112,7,36,38,8,5
6178,292,40,1,107,19,38,59,20,5
6179,60,119,13,61,27,1,13,23,5
6180,156,153,15,55,9,1,33,8,5
6181,26,16,3,102,8,36,63,25,5
6182,283,105,20,19,4,39,47,37,5
6183,361,173,13,84,22,1,14,29,5
6184,91,18,3,64,31,1,65,5,5
6185,109,44,27,79,8,36,22,5,5
6186,234,119,5,43,10,0,23,7,5
6187,364,82,16,46,9,0,27,30,5
6188,310,153,12,84,20,1,51,32,5
6189,189,175,27,76,24,0,41,27,5
6190,93,161,12,4,16,1,6,33,5
6191,121,117,4,3,3,1,28,21,5
6192,290,93,28,35,15,0,9,10,5
6193,156,132,5,96,4,1,64,13,5
6194,5,125,4,63,23,0,49,40,5
6195,75,36,2,69,5,37,56,3,5
6196,122,132,17,90,31,1,42,7,5
6197,326,165,27,8,4,39,42,34,5
6198,341,133,24,29,3,37,65,12,5
6199,126,175,5,88,22,1,50,17,5
6200,121,28,22,84,29,1,53,14,5
6201,226,80,12,94,9,37,15,21,5
6202,292,129,2,80,13,36,13,38,5
6203,171,178,16,80,24,0,46,13,5
6204,51,163,9,92,16,37,71,33,5
6205,53,48,8,65,8,0,55,34,5
6206,309,89,3,4,31,37,9,25,5
6207,147,26,13,45,19,37,28,24,5
6208,308,88,17,76,16,0,63,35,5
6209,94,49,10,19,25,38,64,20,5
6210,299,85,3,73,32,38,2,1,5
6211,232,144,9,65,23,1,66,25,5
6212,338,50,9,3,18,37,54,17,5
6213,69,159,21,18,25,39,7,37,5
6214,156,15,20,57,29,39,36,14,5
6215,139,33,8,54,20,36,32,4,5
6216,271,115,3,70,18,1,16,36,5
6217,78,33,10,113,21,0,65,31,5
6218,193,19,20,36,29,36,26,33,5
6219,335,129,9,77,20,39,12,17,5
6220,285,167,1,111,13,1,10,39,5
6221,184,156,8,102,12,39,25,29,5
6222,326,84,10,118,27,1,2,10,5
6223,185,45,23,24,3,0,52,20,5
6224,216,138,7,12,22,0,22,25,5
6225,323,132,5,42,8,1,32,1,5
6226,14,34,16,75,12,38,59,21,5
6227,116,95,25,44,16,39,39,5,5
6228,118,124,22,50,3,37,26,33,5
6229,32,38,22,51,9,1,38,33,5
6230,283,80,4,101,28,38,40,12,5
6231,180,126,22,55,7,39,17,3,5
6232,76,114,29,52,26,1,17,35,5
6233,315,64,2,48,19,0,53,14,5
6234,39,158,1,46,25,39,72,6,5
6235,342,76,23,106,20,0,67,15,5
6236,192,80,18,90,19,0,68,22,5
6237,39,146,12,113,6,1,11,2,5
6238,285,90,22,65,21,38,16,15,5
6239,152,70,29,77,12,38,49,34,5
6240,307,138,26,89,7,1,55,36,5
6241,363,143,1,33,20,0,63,19,5
6242,105,139,10,103,31,37,58,6,5
6243,99,30,1,82,4,0,30,31,5
6244,246,86,14,53,19,1,44,12,5
6245,273,62,27,40,29,39,59,13,5
6246,231,140,6,77,20,1,44,20,5
6247,70,149,20,110,1,0,47,10,5
6248,331,94,3,11,32,38,48,36,5
6249,326,133,4,61,9,37,60,12,5
6250,355,18,14,18,11,38,71,8,5
6251,1,40,4,15,12,36,4,30,5
6252,23,138,1,5,7,37,9,9,5
6253,185,175,1,110,19,38,7,14,5
6254,116,69,8,116,7,36,29,36,5
6255,49,103,11,49,30,38,34,32,5
6256,161,31,7,5,12,37,37,30,5
6257,93,124,2,120,18,36,69,25,5
6258,19,45,10,84,14,38,15,40,5
6259,223,170,22,93,26,38,23,12,5
6260,237,142,7,21,14,0,69,30,5
6261,127,54,28,72,21,0,47,35,5
6262,26,152,29,49,24,0,24,1,5
6263,314,47,19,106,13,38,29,8,5
6264,283,157,13,25,14,39,66,35,5
6265,257,58,11,58,2,0,5,11,5
6266,105,53,28,67,27,1,28,2,5
6267,11,76,29,84,8,0,3,20,5
6268,343,85,12,13,27,39,2,6,5
6269,346,149,2,10,6,1,71,7,5
6270,134,112,18,51,30,1,8,30,5
6271,119,47,28,60,22,0,51,24,5
6272,148,47,26,115,27,36,47,21,5
6273,339,180,29,23,28,0,26,40,5
6274,117,164,24,115,22,0,13,38,5
6275,331,140,29,51,23,38,61,24,5
6276,353,167,2,24,12,36,12,27,5
6277,99,165,10,33,31,0,47,16,5
6278,120,23,7,66,20,38,46,24,5
6279,205,97,4,61,29,1,71,30,5
6280,98,33,27,100,31,0,36,27,5
6281,31,72,13,96,31,37,49,27,5
6282,29,68,17,86,9,39,47,36,5
6283,166,77,28,56,1,37,21,38,5
6284,321,131,23,96,9,37,36,1,5
